ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
BR-0001,small_airport,Sitio de Voo TatamborÃ¡,500,SA,BR,BR-SP,"Ponta da Sela, Ilhabela",,,,"-45.4463996887207, -23.887500762939453"
BR-0002,closed,Alegrete,,SA,BR,BR-RS,,,,,"-55.76305389404297, -29.800277709960938"
BR-0003,closed,Fazenda Cana Brava,,SA,BR,BR-BA,,,,,"-39.5817985534668, -17.418399810791016"
BR-0004,closed,Fazenda Sao Judas Tadeu,,SA,BR,BR-RO,,,,,"-60.90079879760742, -12.617799758911133"
BR-0005,closed,Iguatemi,,SA,BR,BR-MS,,,,,"-54.62969970703125, -23.63290023803711"
BR-0006,closed,Ilha Solteira,,SA,BR,BR-SP,,,,,"-51.33140182495117, -20.42169952392578"
BR-0007,closed,Irati,,SA,BR,BR-PR,,,,,"-50.65388870239258, -25.503889083862305"
BR-0008,closed,Planura,,SA,BR,BR-MG,,,,,"-48.69969940185547, -20.124399185180664"
BR-0009,closed,Ponta Do Costa,,SA,BR,BR-RJ,,,,,"-42.082801818847656, -22.87190055847168"
BR-0010,closed,Senhor Do Bonfim,,SA,BR,BR-BA,,,,,"-40.18280029296875, -10.47029972076416"
BR-0011,closed,Edmar Ferreira,1476,SA,BR,BR-GO,Buriti Alegre,,,,"-48.90800094604492, -18.25749969482422"
BR-0012,closed,Maisa Airport,262,SA,BR,BR-RN,MossorÃ³,,,,"-37.515899658203125, -5.022540092468262"
BR-0013,closed,Fazenda Campo Oliva - NhecolÃ¢ndia,425,SA,BR,BR-MS,CorumbÃ¡,,,,"-55.450298, -18.500999"
BR-0014,closed,Nova JacuÃ­ Airport,1070,SA,BR,BR-RS,Salto do JacuÃ­,,,,"-53.215833333300004, -29.118055555599998"
BR-0015,closed,TucumÃ£ Airport,1060,SA,BR,BR-PA,TucumÃ£,,TUZ,,"-51.1478, -6.7488"
BR-0016,small_airport,AlexÃ¢nia Municipal Airport,3590,SA,BR,BR-GO,AlexÃ¢nia,,,,"-48.5294, -16.06185"
BR-0017,heliport,Guarulhos - Sao Paulo Airport Marriott Heliport,,SA,BR,BR-SP,,,,,"-46.4917990565, -23.4557270361"
BR-0018,heliport,Fasano Hotel Heliport,,SA,BR,BR-SP,,,,,"-47.5599431992, -23.3322077122"
BR-0019,heliport,Estancia Heliport,,SA,BR,BR-SP,,,,,"-47.568633556399995, -23.3610102966"
BR-0020,closed,Panco 10 Heliport,58,SA,BR,BR-RJ,Duque De Caxias,,,,"-43.29610061649999, -22.6667003632"
BR-0021,heliport,Hospital SÃ£o Mateus Helipad,300,SA,BR,BR-CE,Fortaleza,SDBQ,,SDBQ,"-38.480087, -3.741922"
BR-0022,small_airport,Fazenda Trescinco Juruena Airport,883,SA,BR,BR-MT,Alta Floresta,,,,"-58.24944305419999, -10.2447223663"
BR-0023,small_airport,Bonfim Airport,296,SA,BR,BR-RR,Bonfim,,,,"-59.8239, 3.3621"
BR-0024,small_airport,Fazenda Montenegro Airport,27,SA,BR,BR-PA,Chaves,,,,"-49.52, -0.2525"
BR-0025,small_airport,Punto do Carmo Airport,50,SA,BR,BR-PA,Chaves,,,,"-49.764, -0.218"
BR-0026,small_airport,AfuÃ¡ Municipal Airport,6,SA,BR,BR-PA,AfuÃ¡,,,,"-50.3881, -0.1581"
BR-0027,small_airport,AnajÃ¡s Airport,15,SA,BR,BR-PA,AnajÃ¡s,,,,"-49.939, -0.9852"
BR-0028,small_airport,Povoado Airport,27,SA,BR,BR-PA,Salvaterra,,,,"-48.5278, -0.7687"
BR-0029,closed,Campo Limpo Airport,110,SA,BR,BR-PA,Santo AntÃ´nio,,,,"-47.3542, -0.963"
BR-0030,closed,CametÃ¡ Airport,40,SA,BR,BR-PA,CametÃ¡,,,,"-49.5074, -2.2426"
BR-0031,small_airport,19P12 Airstrip,1500,SA,BR,BR-PI,Anisio de Abreu,,,,"-43.0513, -9.1736"
BR-0032,small_airport,SÃ£o Domingos Airstrip,2375,SA,BR,BR-GO,SÃ£o Domingos,,,,"-46.2983, -13.4121"
BR-0033,small_airport,DivinÃ³polis de GoiÃ¡s Airport,2105,SA,BR,BR-GO,DivinÃ³polis de GoiÃ¡s,,,,"-46.379, -13.2956"
BR-0034,small_airport,ItajÃ¡ Airstrip,1590,SA,BR,BR-GO,ItajÃ¡,,,,"-51.53, -19.068"
BR-0035,small_airport,AporÃ© Airstrip,1880,SA,BR,BR-GO,AporÃ©,,,,"-51.923, -18.94"
BR-0036,closed,CedrolÃ¢ncia Airport,115,SA,BR,BR-PA,Senador JosÃ© PorfÃ­rio,,,,"-51.946701049805, -2.5388898849487"
BR-0037,small_airport,Fazenda Primavera,2053,SA,BR,BR-GO,AporÃ©,,,,"-52.059, -18.8333"
BR-0038,small_airport,Itaruma Airport,1698,SA,BR,BR-GO,Itaruma,,,,"-51.3587, -18.7807"
BR-0039,small_airport,Cachoeira Alta Airport,1750,SA,BR,BR-GO,Cachoeira Alta,,,,"-50.9365, -18.7872"
BR-0040,small_airport,ChapadÃ£o do CÃ©u Airport,2750,SA,BR,BR-GO,ChapadÃ£o do CÃ©u,,,,"-52.6535, -18.3886"
BR-0041,closed,Old RondonÃ³polis Airport,1047,SA,BR,BR-MT,RondonÃ³polis,,,,"-54.664199829102, -16.446199417114"
BR-0042,small_airport,Fazenda Santa Rita Airport,940,SA,BR,BR-GO,ItapirapuÃ£,,,,"-51.045702, -15.3751"
BR-0043,small_airport,Taxi Aero Airstrip,713,SA,BR,BR-GO,SÃ£o Miguel do Araguaia,,,,"-50.593, -13.1546"
BR-0044,small_airport,Vila Isabel Airstrip,720,SA,BR,BR-GO,SÃ£o Miguel do Araguaia,,,,"-50.5657, -13.2133"
BR-0045,small_airport,Fazenda SÃ£o Miguel Airstrip,715,SA,BR,BR-MS,SÃ£o Miguel do Araguaia,,,,"-50.5468, -13.2912"
BR-0046,small_airport,Novo Planalto Airport,1025,SA,BR,BR-GO,Novo Planalto,,,,"-49.5138, -13.2391"
BR-0047,small_airport,Teresina de GoiÃ¡s Airport,2625,SA,BR,BR-CE,Teresina de GoiÃ¡s,,,,"-47.282, -13.7782"
BR-0048,closed,CaÃ§u Airport,1889,SA,BR,BR-GO,CaÃ§u,,,,"-51.1607, -18.5748"
BR-0049,small_airport,SerranÃ³polis Airport,2560,SA,BR,BR-MS,SerranÃ³polis,,,,"-51.9412, -18.2887"
BR-0050,small_airport,PortelÃ¢ndia Airstrip,2905,SA,BR,BR-GO,PortelÃ¢ndia,,,,"-52.6632, -17.3494"
BR-0051,small_airport,Baliza Airport,1292,SA,BR,BR-GO,Baliza,,,,"-52.5261, -16.1997"
BR-0052,small_airport,Bom Jardim de GoiÃ¡s Airport,1378,SA,BR,BR-GO,Bom Jardim de GoiÃ¡s,,,,"-52.1627, -16.2058"
BR-0053,small_airport,Piranhas Airport,1278,SA,BR,BR-MS,Piranhas,,,,"-51.7742, -16.4406"
BR-0054,small_airport,CaiapÃ´nia Airport,2488,SA,BR,BR-GO,CaiapÃ´nia,,,,"-51.8233, -16.9693"
BR-0055,small_airport,Tesouro Airport,1487,SA,BR,BR-MT,Tesouro,,,,"-53.5692, -16.0734"
BR-0056,small_airport,Guiratinga Airport,1785,SA,BR,BR-MT,Guiratinga,,,,"-53.770679, -16.283479"
BR-0057,small_airport,Guiratinga 2 Airport,1770,SA,BR,BR-MT,Guiratinga,,,,"-53.7786, -16.3482"
BR-0058,small_airport,TorixorÃ©u Northwest Airport,1325,SA,BR,BR-MT,TorixorÃ©u,,,,"-52.5761, -16.1753"
BR-0059,small_airport,Anicuns Airport,2450,SA,BR,BR-GO,Anicuns,,,,"-49.9711, -16.4468"
BR-0060,small_airport,ArenÃ³polis Airstrip,1453,SA,BR,BR-GO,ArenÃ³polis,,,,"-51.5803, -16.3833"
BR-0061,small_airport,Fazenda Ãgua Fria Airfield,570,SA,BR,BR-PA,Xinguara,SDOX,,PA0034,"-49.366, -7.0161"
BR-0062,small_airport,Banaer Airport,98,SA,BR,BR-SP,Sete Barras,SDOS,,SP0132,"-47.869166, -24.419166"
BR-0063,small_airport,Luiz Ribeiro Maia Airport,167,SA,BR,BR-AM,TapauÃ¡,SDLR,,AM0030,"-63.185491, -5.635585"
BR-0064,small_airport,Santo AntÃ´nio do IÃ§Ã¡ Airport,,SA,BR,BR-AM,Santo AntÃ´nio do IÃ§Ã¡,,,,"-67.958457, -3.084476"
BR-0065,small_airport,Anori Airport,,SA,BR,BR-AM,Anori,,,,"-61.665722, -3.726341"
BR-0066,small_airport,FordlÃ¢ndia Airport,,SA,BR,BR-PA,FordlÃ¢ndia,,,,"-55.470674, -3.791178"
BR-0067,small_airport,Linha-dura Airport,,SA,BR,BR-PA,MedicilÃ¢ndia,,,,"-53.486152, -3.515242"
BR-0068,small_airport,MedicilÃ¢ndia Airport,,SA,BR,BR-PA,MedicilÃ¢ndia,,,,"-52.95263, -3.400857"
BR-0069,small_airport,SÃ£o Luiz Airport,,SA,BR,BR-RR,SÃ£o Luiz,,,,"-60.026079, 1.01821"
BR-0070,small_airport,Presidente Figueiredo Airport,,SA,BR,BR-AM,Presidente Figueiredo,,,,"-60.148936, -1.989875"
BR-0071,small_airport,Itapiranga Airport,,SA,BR,BR-AM,Itapiranga,,,,"-58.026525, -2.736772"
BR-0072,small_airport,Faro Airport,,SA,BR,BR-PA,Faro,,,,"-56.732522, -2.131061"
BR-0073,small_airport,Curuai Airport,,SA,BR,BR-PA,Curuai,,,,"-55.477823, -2.289123"
BR-0074,small_airport,Alta Floresta D'Oeste Airport,,SA,BR,BR-RO,Alta Floresta D'Oeste,,,,"-61.97612, -11.919358"
BR-0075,small_airport,Rolim de Moura Airport,709,SA,BR,BR-RO,Rolim de Moura,SWBS,,RO0028,"-61.775907, -11.655585"
BR-0076,small_airport,SÃ£o Miguel do GuaporÃ© Airport,,SA,BR,BR-RO,SÃ£o Miguel do GuaporÃ©,,,,"-62.679631, -11.703"
BR-0077,small_airport,RondolÃ¢ndia Airport,,SA,BR,BR-MT,RondolÃ¢ndia,,,,"-61.495263, -10.861378"
BR-0078,small_airport,Jaru Airport,,SA,BR,BR-RO,Jaru,,,,"-62.46073, -10.359504"
BR-0079,small_airport,Extrema Airport,,SA,BR,BR-RO,Extrema,,,,"-66.331287, -9.771308"
BR-0080,small_airport,Colorado do Oeste Airport,,SA,BR,BR-RO,Colorado do Oeste,,,,"-60.524276, -13.113405"
BR-0081,small_airport,Cerejeiras Airport,,SA,BR,BR-RO,Cerejeiras,,,,"-60.839676, -13.183366"
BR-0082,small_airport,Pimenteiras do Oeste Airport,,SA,BR,BR-RO,Pimenteiras do Oeste,,,,"-61.035152, -13.475905"
BR-0083,small_airport,EspigÃ£o D'Oeste Airport,,SA,BR,BR-RO,EspigÃ£o D'Oeste,,,,"-61.022681, -11.547936"
BR-0084,small_airport,Pixaim Airport,,SA,BR,BR-MT,Pixaim,,,,"-56.836628, -16.741401"
BR-0085,small_airport,Nova MamorÃ© Airport,,SA,BR,BR-RO,Nova MamorÃ©,,,,"-65.347213, -10.399912"
BR-0086,small_airport,Buritis Airport,,SA,BR,BR-RO,Buritis,,,,"-63.854913, -10.206737"
BR-0087,small_airport,GuaraÃ­ Airport,,SA,BR,BR-TO,GuaraÃ­,,,,"-48.501531, -8.871896"
BR-0088,small_airport,Presidente Kennedy Airport,,SA,BR,BR-TO,Presidente Kennedy,,,,"-48.508229, -8.544268"
BR-0089,small_airport,BrasilÃ¢ndia do Tocantins Airport,,SA,BR,BR-TO,BrasilÃ¢ndia do Tocantins,,,,"-48.490579, -8.38962"
BR-0090,small_airport,Colinas do Tocantins Airport,,SA,BR,BR-TO,Colinas do Tocantins,,,,"-48.478337, -8.143634"
BR-0091,small_airport,Nova Olinda Airport,,SA,BR,BR-TO,Nova Olinda,,,,"-48.411781, -7.623877"
BR-0092,heliport,Porto Franco Heliport,,SA,BR,BR-MA,Porto Franco,,,,"-47.404796, -6.446777"
BR-0093,small_airport,TocantinÃ³polis Airport,,SA,BR,BR-TO,TocantinÃ³polis,,,,"-47.471938, -6.333432"
BR-0094,heliport,CondomÃ­nio GuaporÃ© II Heliport,2082,SA,BR,BR-SP,RibeirÃ£o Preto,SDAL,,SDAL,"-47.782154, -21.22671"
BR-0095,small_airport,Fazenda Curitiba Airport,2682,SA,BR,BR-BA,Correntina,SDAQ,,SDAQ,"-45.6121, -13.7029"
BR-0096,small_airport,Fazenda Agrovera Airport,1178,SA,BR,BR-MT,Porto dos GaÃºchos,SDAR,,SDAR,"-56.276475, -11.874331"
BR-0097,small_airport,Fazenda Santa Lucia Airport,718,SA,BR,BR-PA,Santa Maria das Barreiras,SDAY,,SDAY,"-50.34641, -8.92326"
BR-0098,small_airport,Brasnorte Airport,1060,SA,BR,BR-MT,Brasnorte,SDNB,,MT0044,"-58.001527, -12.099274"
BR-0099,small_airport,Brianorte Airport,,SA,BR,BR-MT,Brianorte,,,,"-57.342796, -12.279135"
BR-0100,small_airport,Montes Altos Airport,,SA,BR,BR-MA,Montes Altos,,,,"-47.058035, -5.838959"
BR-0101,small_airport,Amarante do MaranhÃ£o Airstrip,,SA,BR,BR-MA,Amarante do MaranhÃ£o,,,,"-46.741288, -5.5829"
BR-0102,small_airport,Vitorino Freire Airport,,SA,BR,BR-MA,Vitorino Freire,,,,"-45.233199, -4.251292"
BR-0103,small_airport,ZÃ© Doca Airport,,SA,BR,BR-MA,ZÃ© Doca,,,,"-45.66214, -3.263659"
BR-0104,small_airport,Vargem Grande Airstrip,,SA,BR,BR-U-A,Vargem Grande,,,,"-43.9239, -3.53481"
BR-0105,small_airport,Chapadinha Airport,,SA,BR,BR-U-A,Chapadinha,,,,"-43.309752, -3.747949"
BR-0106,small_airport,Esperantina Airport,,SA,BR,BR-PI,Esperantina,,,,"-42.260735, -3.896953"
BR-0107,small_airport,Santa QuitÃ©ria do MaranhÃ£o Airport,,SA,BR,BR-MA,Santa QuitÃ©ria do MaranhÃ£o,,,,"-42.615958, -3.498477"
BR-0108,small_airport,Piripiri Airport,,SA,BR,BR-PI,Piripiri,,,,"-41.768978, -4.335206"
BR-0109,small_airport,Santa QuitÃ©ria Airport,,SA,BR,BR-CE,Santa QuitÃ©ria,,,,"-40.142722, -4.332152"
BR-0110,small_airport,Taiobeiras Airstrip,,SA,BR,BR-MG,Taiobeiras,,,,"-42.193654, -15.77619"
BR-0111,small_airport,Castanheira Airport,,SA,BR,BR-MT,Castanheira,,,,"-58.599106, -11.135194"
BR-0112,small_airport,Colniza Airport,525,SA,BR,BR-MT,Colniza,SIXZ,,,"-59.199348, -9.445464"
BR-0113,small_airport,Machadinho D'Oeste Airport,,SA,BR,BR-RO,Machadinho D'Oeste,,,,"-62.006018, -9.40307"
BR-0114,closed,Cunatama Airport,184,SA,BR,BR-AM,Cunatama,SDKH,,AM0029,"-64.383895, -6.529527"
BR-0115,small_airport,Lagoa Nova Airport,,SA,BR,BR-RN,Lagoa Nova,,,,"-36.454737, -6.038857"
BR-0116,small_airport,Santa Cruz Airport,,SA,BR,BR-RN,Santa Cruz,,,,"-36.034278, -6.276513"
BR-0117,small_airport,Fazenda SÃ£o Paulo dos Palmares Airport,2814,SA,BR,BR-SP,Timburi,SDEB,,SDEB,"-49.546115, -23.270871"
BR-0118,small_airport,Vila OperÃ¡ria Airport,,SA,BR,BR-MT,Dom Aquino,,,,"-54.933281, -15.82961"
BR-0119,small_airport,Ponte Branca Airport,,SA,BR,BR-MT,Ponte Branca,,,,"-52.84266, -16.754234"
BR-0120,small_airport,RibeirÃ£ozinho Airport,,SA,BR,BR-MT,RibeirÃ£ozinho,,,,"-52.700786, -16.492659"
BR-0121,small_airport,Bom Despacho Airport,2411,SA,BR,BR-MG,Bom Despacho,SNGQ,,MG0148,"-45.269677, -19.687863"
BR-0122,small_airport,Vacaria Novo Airport,2953,SA,BR,BR-RS,Vacaria,SNEE,,SNEE,"-51.023322, -28.43248"
BR-0123,small_airport,Fazenda Piray Airport,1161,SA,BR,BR-MS,Sete Quedas,SDBI,,MS0024,"-55.055907, -23.885222"
BR-0124,small_airport,Boa Vista Airport,3845,SA,BR,BR-MG,PatrocÃ­nio,,,SDBJ,"-46.97, -18.7572"
BR-0125,small_airport,Francisco Lazaro Da Silveira Airport,3209,SA,BR,BR-MG,Coromandel,SIWH,,SIWH,"-47.223786, -18.480246"
BR-0126,small_airport,San Antonio Airport,,SA,BR,BR-GO,SÃ£o LuÃ­s de Montes Belos,,,,"-50.418487, -16.547606"
BR-0127,small_airport,IvolÃ¢ndia Airport,,SA,BR,BR-GO,IvolÃ¢ndia,,,,"-50.828542, -16.602639"
BR-0128,heliport,Haras SÃ£o Pedro do Alto Heliport,2043,SA,BR,BR-SP,Porto Feliz,SDBT,,SDBT,"-47.556164, -23.272781"
BR-0129,heliport,Zimba D. Pedro I Heliport,2632,SA,BR,BR-SP,Itatiba,SDZM,,SDZM,"-46.733592, -23.033789"
BR-0130,heliport,ThomasiCamargo Heliport,2465,SA,BR,BR-SP,Santa Rita do Passa Quatro,SDCC,,SDCC,"-41.4817, -21.7158"
BR-0131,small_airport,Fazenda Brauna Airport,1309,SA,BR,BR-TO,Fazenda Brauna,SDBZ,,SDBZ,"-46.8867, -12.549401"
BR-0132,small_airport,Tunui Airport,340,SA,BR,BR-AM,Tunui,,,,"-68.158747, 1.387973"
BR-0133,small_airport,ItaberaÃ­ Go Airport,,SA,BR,BR-GO,ItaberaÃ­,,,,"-49.76983, -16.023533"
BR-0134,small_airport,SanclerlÃ¢ndia Airport,,SA,BR,BR-GO,SanclerlÃ¢ndia,,,,"-50.336632, -16.208928"
BR-0135,small_airport,GoiÃ¡s Airport,,SA,BR,BR-GO,GoiÃ¡s,,,,"-50.193045, -15.920225"
BR-0136,small_airport,Itapuranga Airport,,SA,BR,BR-GO,Itapuranga,,,,"-49.944283, -15.545172"
BR-0137,small_airport,Uruana Airport,,SA,BR,BR-GO,Uruana,,,,"-49.690334, -15.520599"
BR-0138,small_airport,Morro Agudo de GoiÃ¡s Airport,,SA,BR,BR-GO,Morro Agudo de GoiÃ¡s,,,,"-50.046968, -15.332789"
BR-0139,small_airport,Asas de Balsa Nova Airport,2907,SA,BR,BR-PR,Balsa Nova,SJPR,,SJPR,"-49.643056, -25.549401"
BR-0140,small_airport,Mara Rosa Airport,,SA,BR,BR-GO,Mara Rosa,,,,"-49.164362, -14.036961"
BR-0141,small_airport,Amaralina Airport,,SA,BR,BR-GO,Amaralina,,,,"-49.277504, -13.941568"
BR-0142,small_airport,MutunÃ³polis Airport,,SA,BR,BR-GO,MutunÃ³polis,,,,"-49.284566, -13.745957"
BR-0143,small_airport,Santa Tereza de GoiÃ¡s Airport,,SA,BR,BR-GO,Santa Tereza de GoiÃ¡s,,,,"-49.039767, -13.733495"
BR-0144,small_airport,TalismÃ£ Airport,,SA,BR,BR-TO,TalismÃ£,,,,"-49.091759, -12.804638"
BR-0145,small_airport,AraguaÃ§u Airport,,SA,BR,BR-TO,AraguaÃ§u,,,,"-49.821905, -12.948367"
BR-0146,small_airport,FigueirÃ³polis Airport,,SA,BR,BR-TO,FigueirÃ³polis,,,,"-49.184142, -12.149681"
BR-0147,small_airport,Alvorada Airport,,SA,BR,BR-TO,Alvorada,,,,"-49.108361, -12.499175"
BR-0148,small_airport,SÃ£o Domingos Airport,,SA,BR,BR-TO,Alvorada,,,,"-49.149912, -12.493611"
BR-0149,small_airport,Formoso do Araguaia Airport,,SA,BR,BR-TO,Formoso do Araguaia,,,,"-49.570035, -11.81529"
BR-0150,small_airport,Formoso do Araguaia North Airport,,SA,BR,BR-TO,Formoso do Araguaia,,,,"-49.571696, -11.782479"
BR-0151,small_airport,AlianÃ§a do Tocantins Airport,,SA,BR,BR-TO,AlianÃ§a do Tocantins,,,,"-48.926706, -11.295845"
BR-0152,small_airport,FÃ¡tima Airport,,SA,BR,BR-TO,FÃ¡tima,,,,"-48.915027, -10.755197"
BR-0153,small_airport,CrixÃ¡s Airport,,SA,BR,BR-GO,CrixÃ¡s,,,,"-49.934767, -14.538299"
BR-0154,small_airport,Fazenda Rio CrixÃ¡s Airport,906,SA,BR,BR-GO,Fazenda Rio CrixÃ¡s,SDFI,,SDFI,"-50.014167, -13.738055"
BR-0155,small_airport,Autazes Airport,,SA,BR,BR-AM,Autazes,,,,"-59.126286, -3.598333"
BR-0156,small_airport,Marreca Airport,,SA,BR,BR-MT,Marreca,,,,"-52.098914, -10.183659"
BR-0157,small_airport,Paranorte Airport,,SA,BR,BR-MT,Paranorte,,,,"-57.717399, -10.387302"
BR-0158,small_airport,Fontanillas Airport,,SA,BR,BR-MT,Fotanillas,,,,"-58.351633, -11.324983"
BR-0159,small_airport,Teles Pires Lodge Airport,489,SA,BR,BR-MT,ApiacÃ¡s,SWRP,,SWRP,"-57.420427, -8.863569"
BR-0160,small_airport,Itiquira Airport,,SA,BR,BR-MT,Itiquira,,,,"-54.151205, -17.182305"
BR-0161,small_airport,Rio Verde de Mato Grosso Airport,,SA,BR,BR-MT,Rio Verde de Mato Grosso,,,,"-54.83163, -18.908559"
BR-0162,small_airport,PiraÃ­ do Sul Airport,,SA,BR,BR-PR,PiraÃ­ do Sul,,,,"-49.917876, -24.543221"
BR-0163,small_airport,Chapada GaÃºcha Airport,,SA,BR,BR-MG,Chapada GaÃºcha,,,,"-45.631698, -15.30438"
BR-0164,small_airport,Serra das Araras Airfield,,SA,BR,BR-MG,Serra das Araras,,,,"-45.414942, -15.563234"
BR-0165,small_airport,Pandeiros Airfield,,SA,BR,BR-MG,Pandeiros,,,,"-44.847414, -15.462997"
BR-0166,small_airport,SÃ£o Francisco Airport,,SA,BR,BR-MG,SÃ£o Francisco,,,,"-44.817481, -15.972953"
BR-0167,small_airport,BrasÃ­lia de Minas Airstrip,,SA,BR,BR-MG,BrasÃ­lia de Minas,,,,"-44.350793, -16.221298"
BR-0168,small_airport,Ermidinha Airport,,SA,BR,BR-MG,Ermidinha,,,,"-44.056839, -16.433654"
BR-0169,small_airport,CapitÃ£o EnÃ©as Airfield,,SA,BR,BR-MG,CapitÃ£o EnÃ©as,,,,"-43.710081, -16.31566"
BR-0170,small_airport,CoraÃ§Ã£o de Jesus Airport,,SA,BR,BR-MG,CoraÃ§Ã£o de Jesus,,,,"-44.355019, -16.659434"
BR-0171,small_airport,ParedÃ£o de Minas Airfield,,SA,BR,BR-MG,ParedÃ£o de Minas,,,,"-45.604362, -17.124599"
BR-0172,small_airport,Fazenda Gleba da Barra Airport,1700,SA,BR,BR-MG,BrasilÃ¢ndia de Minas,SDCK,,SDCK,"-46.073434, -17.014176"
BR-0173,small_airport,Canabrava Airstrip,,SA,BR,BR-MG,Canabrava,,,,"-45.881673, -17.085435"
BR-0174,heliport,Ama Heliport,2687,SA,BR,BR-SP,ArujÃ¡,SNHL,,SNHL,"-46.308611, -23.433334"
BR-0175,small_airport,Fazenda Boa Sorte Airport,955,SA,BR,BR-TO,AlianÃ§a do Tocantins,SDCE,,SDCE,"-48.678889, -11.301667"
BR-0176,small_airport,Fazenda Rosa dos Ventos Airport,1837,SA,BR,BR-GO,Itumbiara,SDCH,,SDCH,"-49.838194, -18.311111"
BR-0177,small_airport,Fazenda Nictheroy Airport,699,SA,BR,BR-AC,Rio Branco,SWNC,,SWNC,"-67.698, -10.2675"
BR-0178,small_airport,Francisco Ramalho Airport,132,SA,BR,BR-MA,Pedreiras,SWRF,,SWRF,"-44.546242, -4.58443"
BR-0179,small_airport,Caxias Airport,,SA,BR,BR-MA,Caxias,,,,"-43.335108, -4.83672"
BR-0180,heliport,Itanhanga Golf Club Heliport,20,SA,BR,BR-RJ,Rio de Janeiro,SNVW,,SNVW,"-43.309444, -22.998333"
BR-0181,small_airport,Fazenda SantarÃ©m Airport,1900,SA,BR,BR-MS,Bandeirantes,SNWL,,SNWL,"-54.151224, -20.040262"
BR-0182,small_airport,Fazenda Roseira Airport,1156,SA,BR,BR-MA,SÃ£o Raimundo das Mangabeiras,SWWR,,SWWR,"-45.881944, -7.23111"
BR-0183,small_airport,SÃ£o JosÃ© do Rio Claro Airport,,SA,BR,BR-MT,SÃ£o JosÃ© do Rio Claro,,,,"-56.730358, -13.434578"
BR-0184,small_airport,ArenÃ¡polis Airstrip,,SA,BR,BR-MT,ArenÃ¡polis,,,,"-56.851413, -14.498655"
BR-0185,small_airport,Altamira Airport,,SA,BR,BR-PA,Cachoeira Da Serra,,,,"-55.041072, -8.642135"
BR-0186,heliport,Colombo III Heliport,1334,SA,BR,BR-BA,Santa Albertina,SNEP,,SNEP,"-50.67882, -20.040668"
BR-0187,heliport,Hospital Geral de Palmares Heliport,540,SA,BR,BR-PE,Palmares,SDDL,,SDDL,"-35.57579, -8.685695"
BR-0188,heliport,Duets Heliport,236,SA,BR,BR-CE,Fortaleza,SDDU,,SDDU,"-38.487371, -3.741452"
BR-0189,heliport,Marina Verolme Heliport,13,SA,BR,BR-RJ,Angra dos Reis,SDDW,,SDDW,"-44.248978, -22.998675"
BR-0190,heliport,Iguatemi Esplanada Heliport,2359,SA,BR,BR-SP,Sorocaba,SDEE,,SDEE,"-47.464542, -23.536126"
BR-0191,small_airport,SÃ©rgio BonifÃ¡cio Airport,2278,SA,BR,BR-PR,IvaiporÃ£,SJKK,,SJKK,"-51.638765, -24.263536"
BR-0192,small_airport,Tamarana Metais Airport,2595,SA,BR,BR-PR,Tamarana,,,,"-51.116039, -23.717042"
BR-0193,small_airport,Cachoeira Porteira Airport,,SA,BR,BR-PA,Cachoeira Porteira,,,,"-57.052612, -1.066046"
BR-0194,small_airport,Ponta de Pedras Airstrip,,SA,BR,BR-AP,Ponta de Pedras,,,,"-48.856931, -1.397869"
BR-0195,small_airport,MuanÃ¡ Airstrip,,SA,BR,BR-AP,MuanÃ¡,,,,"-49.232689, -1.536895"
BR-0196,small_airport,Curralinho Airstrip,,SA,BR,BR-AP,Curralinho,,,,"-49.801873, -1.797103"
BR-0197,small_airport,Fazenda ChapadÃ£o Alegre Airport,2530,SA,BR,BR-BA,Correntina,SSDH,,SSDH,"-45.301111, -13.432222"
BR-0198,small_airport,Fazenda Ãgua Boa Airport,817,SA,BR,BR-MT,Juara,SIKX,,MT0103,"-57.669051, -11.176732"
BR-0199,small_airport,Fazenda Estivado Airport,,SA,BR,BR-MT,Diamantino,SWEZ,,,"-56.071279, -14.422748"
BR-0200,small_airport,Santa Terezinha de GoiÃ¡s Airstrip,,SA,BR,BR-GO,Santa Terezinha de GoiÃ¡s,,,,"-49.67461, -14.453288"
BR-0201,small_airport,Alto Horizonte Airport,,SA,BR,BR-GO,Alto Horizonte,,,,"-49.362951, -14.196032"
BR-0202,small_airport,Taipas do Tocantins Airstrip,,SA,BR,BR-TO,Taipas do Tocantins,,,,"-46.970934, -12.178581"
BR-0203,small_airport,ConceiÃ§Ã£o do Tocantins Airstrip,,SA,BR,BR-TO,ConceiÃ§Ã£o do Tocantins,,,,"-47.277564, -12.228285"
BR-0204,small_airport,ConceiÃ§Ã£o do Tocantins West Airstrip,,SA,BR,BR-TO,ConceiÃ§Ã£o do Tocantins,,,,"-47.32664, -12.231261"
BR-0205,small_airport,Bonfim Airstrip,,SA,BR,BR-TO,Bonfim,,,,"-47.626364, -11.826265"
BR-0206,small_airport,Natividade Airstrip,,SA,BR,BR-TO,Natividade,,,,"-47.750419, -11.706552"
BR-0207,small_airport,Mateiros Airport,,SA,BR,BR-TO,Mateiros,,,,"-46.429861, -10.562528"
BR-0208,small_airport,SÃ£o FÃ©lix do Tocantins Airstrip,,SA,BR,BR-TO,SÃ£o FÃ©lix do Tocantins,,,,"-46.667359, -10.161665"
