ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
CA-0001,closed,Lac-des-Loups Airport,,NA,CA,CA-QC,Lac-des-Loups,,,,"-76.48249816894531, 46.982200622558594"
CA-0002,small_airport,Pourvoirie Joncas Airstrip,,NA,CA,CA-QC,Saint-Lazare,,,,"-77.631103515625, 47.10540008544922"
CA-0003,closed,RCAF Station Buttress,,NA,CA,CA-SK,Moose Jaw,,,,"-105.5479965209961, 50.23609924316406"
CA-0004,closed,RCAF Station Aylmer,,NA,CA,CA-ON,Aylmer,,,,"-80.94419860839844, 42.80590057373047"
CA-0005,closed,RCAF Station Lincoln Park,,NA,CA,CA-AB,Calgary,,,,"-114.13300323486328, 51.0093994140625"
CA-0006,closed,RCAF Station Carberry,,NA,CA,CA-MB,Carberry,,,,"-99.39730072021484, 49.872100830078125"
CA-0007,closed,RCAF Station Fingal (No. 4 Bombing and Gunnery School),,NA,CA,CA-ON,Fingal,,,,"-81.32730102539999, 42.680099487300005"
CA-0008,closed,RCAF Station Mossbank,,NA,CA,CA-SK,Mossbank,,,,"-105.87300109863281, 49.92169952392578"
CA-0009,closed,Hamlin Airport,,NA,CA,CA-SK,North Battleford,,,CJD4,"-108.28900146484375, 52.880001068115234"
CA-0010,closed,Maple Airport,,NA,CA,CA-ON,Vaughan,,,,"-79.5260703564, 43.843356522899995"
CA-0011,closed,King City Airport,,NA,CA,CA-ON,King City,,,,"-79.55960083007812, 43.905799865722656"
CA-0012,closed,RCAF Station Pearce,,NA,CA,CA-AB,Pearce,,,,"-113.44499969482422, 49.808998107910156"
CA-0013,closed,RCAF Pennfield Ridge,,NA,CA,CA-NB,Pennfield,,,,"-66.69300079345703, 45.1265983581543"
CA-0014,closed,RCAF Station Dafoe,,NA,CA,CA-SK,Dafoe,,,,"-104.56700134277344, 51.932098388671875"
CA-0015,small_airport,Maxville Airport,,NA,CA,CA-ON,Maxville,CMX2,,CMX2,"-74.8536, 45.296501"
CA-0016,closed,Dog Creek Airport,,NA,CA,CA-BC,Dog Creek,,,AH2,"-122.255997, 51.626598"
CA-0017,closed,Agnes Lake Airport,,NA,CA,CA-AB,Agnes Lake,,,,"-112.508411407, 55.8086710079"
CA-0018,closed,Aishihik Airport,,NA,CA,CA-YT,Aishihik,,,,"-137.488231659, 61.6505264292"
CA-0019,closed,Albert Bay Airport,,NA,CA,CA-NU,,,,,"-103.61666870117188, 69.63333129882812"
CA-0020,closed,Algar Tower Airport,,NA,CA,CA-AB,,,,,"-111.76667022705078, 56.11666488647461"
CA-0021,closed,Amber Tower Airport,,NA,CA,CA-AB,,,,,"-119.468593597, 59.1797103168"
CA-0022,closed,Anama Bay-Dauphin River Airport,,NA,CA,CA-MB,,,,,"-98.13683509830001, 51.9626732292"
CA-0023,closed,Anderson Point Airport,,NA,CA,CA-NU,,,,,"-87.91666412353516, 68.21666717529297"
CA-0024,closed,Anderson Ranch Airport,,NA,CA,CA-BC,,,,,"-123.56666564941406, 53.45000076293945"
CA-0025,closed,Anglemont Airport,,NA,CA,CA-BC,Anglemont,,,AA3,"-119.166812897, 50.9684003477"
CA-0026,closed,Arthur North Airport,1576,NA,CA,CA-ON,Arthur,,,PT4,"-80.533333, 43.883333"
CA-0027,closed,Asbestos Airport,528,NA,CA,CA-QC,Asbestos,,,SA2,"-71.995339, 45.79425"
CA-0028,closed,"Sundance Guest Ranch ""C"" Airport",,NA,CA,CA-BC,Ashcroft,,,,"-121.26699829101562, 50.66669845581055"
CA-0029,closed,Crystal Lake Airport,,NA,CA,CA-ON,Atikokan,,,,"-91.2667007446289, 48.71670150756836"
CA-0030,closed,Atkinson Point Airport,,NA,CA,CA-NT,,,,,"-131.4166717529297, 69.93333435058594"
CA-0031,closed,Austin Airport,,NA,CA,CA-MB,,,,,"-98.91666412353516, 49.93333435058594"
CA-0032,closed,Aylmer Airport,,NA,CA,CA-ON,,,,,"-80.94999694824219, 42.79999923706055"
CA-0033,closed,Baskatong Lake Airport,770,NA,CA,CA-QC,DÃ©pÃ´t Baskatong,,,SA5,"-75.881453, 46.777728"
CA-0034,closed,Basnett Airport,,NA,CA,CA-AB,,,,,"-119.81666564941406, 57.36666488647461"
CA-0035,closed,Batnuni Airport,,NA,CA,CA-BC,,,,,"-124.13333129882812, 53.38333511352539"
CA-0036,closed,Bay d'Espoir Airport,718,NA,CA,CA-NL,Saint-Veronica's,,,CX4,"-55.854492, 47.958261"
CA-0037,closed,Bear River Airport,,NA,CA,CA-YT,,,,,"-134.264431, 64.8174012986"
CA-0038,closed,Beatton River Airport,,NA,CA,CA-BC,,,,,"-121.411645, 57.379861"
CA-0039,closed,Beaulieu River Airport,,NA,CA,CA-NT,,,,,"-113.03333282470703, 62.45000076293945"
CA-0040,closed,Beausejour Airport,,NA,CA,CA-MB,Beausejour,,,,"-96.20821952819999, 50.1369749474"
CA-0041,closed,Beaver River Airport,,NA,CA,CA-BC,,,,AS5,"-124.203272, 59.971508"
CA-0042,closed,Beaverdell Airport,,NA,CA,CA-BC,Beaverdell,,,,"-119.08806324, 49.4572459793"
CA-0043,small_airport,1669 Diamondview Road Private Strip,,NA,CA,CA-ON,Carp,,,,"-76.05599975585938, 45.31809997558594"
CA-0044,closed,Belledune Airport,,NA,CA,CA-NB,,,,,"-65.83333587646484, 47.900001525878906"
CA-0045,closed,Bennett Field Airport,,NA,CA,CA-NT,,,,,"-124.666671753, 65.0309303519"
CA-0046,closed,Berland Airport,4015,NA,CA,CA-AB,Berland,,,EY2,"-117.407627106, 54.0936811465"
CA-0047,closed,Bernard Harbour Airport,,NA,CA,CA-NU,,,,,"-114.83333587646484, 68.78333282470703"
CA-0048,closed,Bethany Airport,,NA,CA,CA-MB,,,,,"-99.75, 50.349998474121094"
CA-0049,closed,Big Creek Airport,,NA,CA,CA-BC,Big Creek,,,,"-123.027133942, 51.7264965111"
CA-0050,closed,Bird Airport,,NA,CA,CA-MB,,,,,"-94.21666717529297, 56.5"
CA-0051,closed,Bison Airport,2380,NA,CA,CA-AB,Bison,,,ES2,"-116.52606, 57.074941"
CA-0052,closed,Wallace Lake Airport,,NA,CA,CA-MB,Bissett,,,,"-95.42192459110001, 51.008354444"
CA-0053,closed,Blissville Airport,60,NA,CA,CA-NB,Blissville,,YYS,,"-66.543678, 45.605633"
CA-0054,closed,Blow River Airport,,NA,CA,CA-YT,Blow River,,,,"-137.455358505, 68.7751033003"
CA-0055,closed,Bonavista Airport,,NA,CA,CA-NL,Little Catalina,,,DB4,"-53.057238, 48.566931"
CA-0056,closed,Borden Airport,,NA,CA,CA-ON,,,,,"-79.91666412353516, 44.266666412353516"
CA-0057,closed,Boston Bar Airport,1039,NA,CA,CA-BC,Fraser Canyon,,,AD3,"-121.5, 49.9833335876"
CA-0058,closed,Bray Island Airport,,NA,CA,CA-NU,,,,,"-77.3499984741211, 69.26667022705078"
CA-0059,closed,Brazeau Airport,,NA,CA,CA-AB,,,,,"-115.86666870117188, 52.96666717529297"
CA-0060,closed,Bredenbury Airport,,NA,CA,CA-SK,,,,,"-102.05000305175781, 50.93333435058594"
CA-0061,closed,Bristol Field Airport,28,NA,CA,CA-NL,Argentia,,,,"-53.9902496338, 47.3101399785"
CA-0062,small_airport,1797 Diamondview Road Private Strip,,NA,CA,CA-ON,Carp,,,,"-76.07295989990234, 45.331119537353516"
CA-0063,closed,Buchans Airport,,NA,CA,CA-NL,Buchans,,,,"-56.838884353599994, 48.8478295395"
CA-0064,closed,Buckingham Airport,,NA,CA,CA-QC,,,,,"-75.4000015258789, 45.63333511352539"
CA-0065,closed,Budworm City Airport,,NA,CA,CA-NB,,,,CT4,"-66.629677, 47.529434"
CA-0066,closed,Buffalo Creek Airport,,NA,CA,CA-AB,Buffalo Creek,,,,"-113.069143295, 56.6121839037"
CA-0067,closed,Burrage Creek Airport,,NA,CA,CA-BC,,,,,"-130.25, 57.266666412353516"
CA-0068,closed,Burtch Airport,,NA,CA,CA-ON,Brantford,,,,"-80.2761554718, 43.0531475098"
CA-0069,small_airport,Knustford Airstrip,,NA,CA,CA-BC,Knutsford,,,,"-120.308640003, 50.5980307035"
CA-0070,closed,Byron Bay Airport,330,NA,CA,CA-NU,Byron Bay,CYUK,,,"-109.088745117, 68.756233839"
CA-0071,closed,Cabin Creek Airport,,NA,CA,CA-AB,,,,,"-118.33333587646484, 53.75"
CA-0072,closed,Cabin Airport,2238,NA,CA,CA-BC,Cabin,,,AL9,"-121.626025, 59.269517"
CA-0073,closed,Calgary (Children's Hospital) Heliport,,NA,CA,CA-AB,,,,,"-114.116669, 51.033333"
CA-0074,closed,Campbellford Airport,,NA,CA,CA-ON,Campbellford,,,,"-77.7667007446289, 44.400001525878906"
CA-0075,closed,Terra Mining Airport,550,NA,CA,CA-NT,Camsell River,,,FS3,"-118.141592, 65.609152"
CA-0076,closed,Cape Christian Airport,,NA,CA,CA-NU,,,,,"-68.30000305175781, 70.51667022705078"
CA-0077,closed,Cape Dyer Airport,1290,NA,CA,CA-NU,Cape Dyer,,,YVN,"-61.5732, 66.59"
CA-0078,closed,Cape Hooper Airport,58,NA,CA,CA-NU,Cape Hooper,,,YUZ,"-66.833335876465, 68.466667175293"
CA-0079,closed,Cape Jones Airport,,NA,CA,CA-QC,,,,,"-79.69999694824219, 54.63333511352539"
CA-0080,closed,Cape Parry Airport,,NA,CA,CA-NT,,,,,"-124.68333435058594, 70.16666412353516"
CA-0081,closed,Cape Young Airport,12,NA,CA,CA-NU,Cape Young,CYUI,,,"-116.93333435059, 68.933334350586"
CA-0082,closed,Carberry Airport,,NA,CA,CA-MB,,,,,"-99.31666564941406, 49.849998474121094"
CA-0083,closed,Carrot River Airport,,NA,CA,CA-SK,,,,,"-103.55000305175781, 53.28333282470703"
CA-0084,closed,Casey Airport,,NA,CA,CA-QC,,,,,"-74.0999984741211, 47.93333435058594"
CA-0085,closed,Casino Airport,,NA,CA,CA-YT,,,,,"-138.78334045410156, 62.75"
CA-0086,closed,Cavendish Airport,,NA,CA,CA-AB,,,,,"-110.44999694824219, 50.79999923706055"
CA-0087,closed,Charlotte Lake Airport,,NA,CA,CA-BC,,,,,"-125.26667022705078, 52.150001525878906"
CA-0088,small_airport,Navan Bearbrook Airport,210,NA,CA,CA-ON,Ottawa,,,,"-75.29694366455078, 45.391666412353516"
CA-0089,closed,Chilko Lake (Wilderness Ranch) Airport,,NA,CA,CA-BC,,,,,"-124.1500015258789, 51.66666793823242"
CA-0090,closed,Chipmunk Airport,,NA,CA,CA-BC,,,,,"-127.83333587646484, 56.71666717529297"
CA-0091,closed,Chunamon Airport,,NA,CA,CA-BC,,,,,"-124.38333129882812, 56.233333587646484"
CA-0092,closed,Churchill Falls Airport,,NA,CA,CA-NL,,,,,"-64.48332977294922, 53.63333511352539"
CA-0093,closed,Clearwater Airport,,NA,CA,CA-BC,,,,,"-120.08333587646484, 51.650001525878906"
CA-0094,closed,Clifton Point Airport,,NA,CA,CA-NU,,,,,"-118.63333129882812, 69.21666717529297"
CA-0095,closed,Clinton Creek Airport,2040,NA,CA,CA-YT,Clinton Creek Mine,,YLM,,"-140.741748, 64.475545"
CA-0096,closed,Clinton Point Airport,40,NA,CA,CA-NU,Clinton Point,CYUH,,,"-120.75, 69.583335876465"
CA-0097,closed,Coal Valley Airport,,NA,CA,CA-AB,,,,,"-116.81666564941406, 53.08333206176758"
CA-0098,closed,Comet Airport,,NA,CA,CA-AB,,,,,"-119.05000305175781, 58.54999923706055"
CA-0099,closed,Cormorant Lake Airport,,NA,CA,CA-MB,,,,,"-100.5999984741211, 54.233333587646484"
CA-0100,closed,Covey Hill Airport,340,NA,CA,CA-QC,Covey Hill,,,SH3,"-73.6888, 45.016001"
CA-0101,closed,Cowpar Airport,,NA,CA,CA-AB,,,,,"-110.5, 55.95000076293945"
CA-0102,closed,Crater Airport,,NA,CA,CA-AB,,,,,"-118.68333435058594, 58.70000076293945"
CA-0103,closed,Crater Airport,,NA,CA,CA-MB,,,,,"-99.80000305175781, 49.91666793823242"
CA-0104,closed,Crawfish Lake Airport,,NA,CA,CA-BC,,,,,"-126.76667022705078, 49.70000076293945"
CA-0105,closed,Cree Lake Airport,,NA,CA,CA-SK,,,,,"-107.13333129882812, 57.36666488647461"
CA-0106,closed,Crooked Lake Airport,,NA,CA,CA-NU,,,,,"-98.5, 72.66666412353516"
CA-0107,closed,Cullaton Lake Airport,,NA,CA,CA-NU,,,,,"-98.5, 61.31666564941406"
CA-0108,closed,Culloden Airport,938,NA,CA,CA-ON,,,,PQ2,"-80.866669, 42.883333"
CA-0109,closed,Cypre River Airport,,NA,CA,CA-BC,,,,BK3,"-125.938897, 49.257414"
CA-0110,closed,Cap-de-la-Madeleine,,NA,CA,CA-QC,,,,,"-72.53002166748047, 46.38056945800781"
CA-0111,closed,Davis Inlet Airport,,NA,CA,CA-NL,,,,,"-60.900001525878906, 55.900001525878906"
CA-0112,closed,Deception Airport,,NA,CA,CA-QC,,,YGY,,"-74.554681778, 62.112314446199996"
CA-0113,closed,Dewar Lakes Airport,580,NA,CA,CA-NU,,,,YUW,"-71.125832, 68.627546"
CA-0114,closed,Discovery Airport,,NA,CA,CA-NT,,,,,"-113.9000015258789, 63.18333435058594"
CA-0115,closed,RCAF Station Caron,,NA,CA,CA-SK,,,,,"-105.812416077, 50.4602361484"
CA-0116,closed,Douglastown Airport,,NA,CA,CA-NB,,,,,"-65.53333282470703, 47.03333282470703"
CA-0117,closed,Drake Point Airport,,NA,CA,CA-NU,,,,,"-108.53333282470703, 76.4000015258789"
CA-0118,closed,Drake Point Airport,,NA,CA,CA-NU,,,,,"-108.73332977294922, 76.46666717529297"
CA-0119,closed,Driftwood Airport,,NA,CA,CA-BC,,,,,"-126.41666412353516, 55.81666564941406"
CA-0120,small_airport,Voisey's Bay,246,NA,CA,CA-NL,,CVB2,,CVB2,"-62.0880555556, 56.3447222222"
CA-0121,closed,Fort Franklin Airport,575,NA,CA,CA-NT,DÃ©lÄ¯ne,,,YWJ,"-123.430002, 65.1925"
CA-0122,closed,Eaglenest Airport,,NA,CA,CA-BC,,,,,"-129.4166717529297, 57.599998474121094"
CA-0123,closed,Eaglesham Airport,1852,NA,CA,CA-AB,Eaglesham,,,EX2,"-117.8924, 55.8094"
CA-0124,closed,East Templeton Airport,150,NA,CA,CA-QC,Gatineau,,,,"-75.547401, 45.499401"
CA-0125,closed,Bremner Airport,2225,NA,CA,CA-AB,Edmonton,,,FR3,"-113.233002, 53.583302"
CA-0126,closed,Namao Airport,,NA,CA,CA-AB,Edmonton,,,,"-113.46700286865234, 53.68330001831055"
CA-0127,closed,Edmunston (Fraser Papers Inc) Heliport,,NA,CA,CA-NB,,,,,"-68.33333587646484, 47.36666488647461"
CA-0128,closed,Eltrut Airport,,NA,CA,CA-ON,,,,,"-92.36666870117188, 48.96666717529297"
CA-0129,closed,Esker Lake Airport,,NA,CA,CA-QC,,,,,"-74.66666412353516, 61.650001525878906"
CA-0130,closed,Espanola (East) Airport,,NA,CA,CA-ON,,,,,"-81.73332977294922, 46.266666412353516"
CA-0131,closed,Espanola (West) Airport,,NA,CA,CA-ON,,,,,"-81.8499984741211, 46.25"
CA-0132,closed,Finbow Airport,2460,NA,CA,CA-BC,,,,BF2,"-125.449997, 57.266663"
CA-0133,closed,Foggy Tower Airport,,NA,CA,CA-AB,,,,,"-114.96666717529297, 58.68333435058594"
CA-0134,closed,Fort George Airport,,NA,CA,CA-QC,,,,,"-79, 53.81666564941406"
CA-0135,closed,Fort McMurray Heliport,,NA,CA,CA-AB,,,,,"-111.33333587646484, 56.66666793823242"
CA-0136,closed,Fort Nelson (Forestry) Heliport,,NA,CA,CA-BC,,,,,"-122.73332977294922, 58.79999923706055"
CA-0137,closed,Mobil Sierra Airport,,NA,CA,CA-BC,Fort Nelson,,,,"-121.4000015258789, 58.83330154418945"
CA-0138,closed,Tompkins Mile 54 Airport,,NA,CA,CA-BC,Fort St. John,,,,"-121, 56.29999923706055"
CA-0139,closed,Fredericton (Forestry Centre) Heliport,,NA,CA,CA-NB,,,,,"-66.66666412353516, 45.93333435058594"
CA-0140,closed,Gagnon Airport,,NA,CA,CA-QC,,,,,"-68.13333129882812, 51.95000076293945"
CA-0141,closed,Germansen Landing Airport,,NA,CA,CA-BC,,,,YGS,"-124.691757, 55.767439"
CA-0142,closed,Gift Lake Airport,,NA,CA,CA-AB,,,,,"-115.80000305175781, 55.86666488647461"
CA-0143,closed,Gladman Point Airport,8,NA,CA,CA-NU,Gladman Point,,,YUR,"-97.796, 68.662677"
CA-0144,closed,Gladstone (Costella Field) Airport,,NA,CA,CA-MB,,,,,"-99.05000305175781, 50.20000076293945"
CA-0145,closed,Glendon Airport,,NA,CA,CA-AB,,,,,"-111.13333129882812, 54.266666412353516"
CA-0146,closed,Gold Creek Airport,,NA,CA,CA-AB,,,,,"-118.6500015258789, 54.83333206176758"
CA-0147,closed,Gold River Airport,,NA,CA,CA-BC,,,,,"-126.06666564941406, 49.81666564941406"
CA-0148,closed,Goose River Airport,,NA,CA,CA-AB,,,,,"-116.31666564941406, 54.733333587646484"
CA-0149,closed,Gore's Landing Airport,,NA,CA,CA-ON,,,,,"-78.25, 44.11666488647461"
CA-0150,closed,Grand Valley Airport,1593,NA,CA,CA-ON,,,,PH3,"-80.266671, 43.983334"
CA-0151,closed,Grant Point Airport,,NA,CA,CA-NU,,,,,"-98.6500015258789, 68.4000015258789"
CA-0152,closed,Gun Lake Airport,,NA,CA,CA-BC,,,,,"-122.8499984741211, 50.900001525878906"
CA-0153,closed,Hagersville Airport (No. 16 SFTS),,NA,CA,CA-ON,,,,,"-80.120716095, 42.9267971233"
CA-0154,closed,Halifax (South Battery) Heliport,,NA,CA,CA-NS,,,,,"-63.5677018762, 44.643734985"
CA-0155,closed,Hart River Airport,,NA,CA,CA-YT,,,,,"-136.8333282470703, 64.66666412353516"
CA-0156,closed,Hartney Airport,,NA,CA,CA-MB,,,,,"-100.51667022705078, 49.45000076293945"
CA-0157,closed,Haskett Airport,,NA,CA,CA-MB,,,,,"-97.9000015258789, 49"
CA-0158,closed,Henik Lake Airport,,NA,CA,CA-NU,,,,,"-97.36666870117188, 61.650001525878906"
CA-0159,small_airport,Pontiac Airpark,216,NA,CA,CA-QC,Pontiac,CPN2,,,"-76.16735458370002, 45.529726422799996"
CA-0160,closed,Highwood Livestock Auction Airport,,NA,CA,CA-AB,High River,,,,"-113.8499984741211, 50.650001525878906"
CA-0161,closed,King Ranch Airport,,NA,CA,CA-AB,High River,,,,"-114.08300018310547, 50.599998474121094"
CA-0162,closed,Hodgeville Airport,2304,NA,CA,CA-SK,,,,JY7,"-106.966667, 50.083332"
CA-0163,closed,Hornes Gulch Airport,1181,NA,CA,CA-NB,,,,DG4,"-67.906783, 47.833159"
CA-0164,closed,Horton River Airport,,NA,CA,CA-NT,,,,,"-126.94999694824219, 70.01667022705078"
CA-0165,closed,Hotchkiss Airport,,NA,CA,CA-AB,,,,,"-118.91666412353516, 57.31666564941406"
CA-0166,closed,House Mountain Airport,,NA,CA,CA-AB,,,,,"-115.51667022705078, 55.03333282470703"
CA-0167,closed,Howick Airport,134,NA,CA,CA-QC,,,,SQ5,"-73.883331, 45.200003"
CA-0168,closed,Indian Head Airport,,NA,CA,CA-SK,,,,,"-103.5999984741211, 50.53333282470703"
CA-0169,closed,Indian River Airport,,NA,CA,CA-ON,,,,,"-78.1390571594, 44.39828316609999"
CA-0170,closed,Inuvik Townsite Airport,,NA,CA,CA-NT,,,,,"-133.75, 68.36666870117188"
CA-0171,closed,Isachsen Airport,,NA,CA,CA-NU,,,,,"-103.523051, 78.786517"
CA-0172,closed,Jedney Airport,,NA,CA,CA-BC,,,,,"-122.21666717529297, 57.21666717529297"
CA-0173,closed,Jellicoe Airport,,NA,CA,CA-ON,,,,,"-87.58333587646484, 49.66666793823242"
CA-0174,closed,Jenny Lind Island Airport,28,NA,CA,CA-NU,Jenny Lind Islsnd,CYUQ,,,"-101.735, 68.6568"
CA-0175,closed,Johanson Lake Airport,,NA,CA,CA-BC,,,,,"-126.19999694824219, 56.599998474121094"
CA-0176,closed,Johnson Point Airport,,NA,CA,CA-NT,,,,,"-118.5, 72.76667022705078"
CA-0177,closed,Kakwa Airport,4013,NA,CA,CA-AB,Kakwa,,,FA6,"-118.982128, 54.420713"
CA-0178,small_airport,Kaskattama Airstrip,30,NA,CA,CA-MB,Kaska Goose Lodge,,,,"-90.1126, 57.0415"
CA-0179,closed,Kaybob South Airport,3300,NA,CA,CA-AB,Kaybob South Gas Plant,,,EB4,"-116.61666870117, 54.116664886475"
CA-0180,closed,Keane Tower Airport,,NA,CA,CA-AB,,,,,"-110.28333282470703, 58.31666564941406"
CA-0181,closed,Keg River Airport,,NA,CA,CA-AB,,,,,"-117.61666870117188, 57.733333587646484"
CA-0182,closed,Keg Tower Airport,,NA,CA,CA-AB,,,,,"-118.3499984741211, 57.63333511352539"
CA-0183,closed,Keith Bay Airport,,NA,CA,CA-NU,,,,,"-88.1500015258789, 68.25"
CA-0184,closed,Kelvington (Mennie Field) Airport,,NA,CA,CA-SK,,,,,"-103.5999984741211, 52.16666793823242"
CA-0185,closed,Kenakskaniss Airport,,NA,CA,CA-ON,,,,,"-89.44999694824219, 50.13333511352539"
CA-0186,closed,Ketza River Airport,,NA,CA,CA-YT,,,,,"-132.3000030517578, 61.849998474121094"
CA-0187,heliport,Citadelle de QuÃ©bec Heliport,,NA,CA,CA-QC,Quebec,,,,"-71.20659637451172, 46.80739974975586"
CA-0188,closed,Kilometer 176 Airport,,NA,CA,CA-SK,,,,,"-106.1500015258789, 56.86666488647461"
CA-0189,closed,Kimsquit Airport,,NA,CA,CA-BC,,,,,"-127.08333587646484, 52.900001525878906"
CA-0190,closed,Kincaid Airport,,NA,CA,CA-SK,,,,,"-107.05000305175781, 49.66666793823242"
CA-0191,closed,King Christian Airport,,NA,CA,CA-NU,,,,,"-101.03333282470703, 77.76667022705078"
CA-0192,closed,Kivitoo Airport,,NA,CA,CA-NU,,,,,"-64.86666870117188, 67.93333435058594"
CA-0193,closed,Klappan River Airport,,NA,CA,CA-BC,,,,,"-129.61666870117188, 57.78333282470703"
CA-0194,closed,Kluakaz Airport,,NA,CA,CA-BC,,,,,"-128.6666717529297, 57.11666488647461"
CA-0195,closed,Kluatanton Airport,,NA,CA,CA-BC,,,,,"-128.13333129882812, 56.83333206176758"
CA-0196,closed,Komakuk Beach Airport,45,NA,CA,CA-YT,,,,,"-140.172507, 69.596348"
CA-0197,closed,Kotcho Airport,,NA,CA,CA-BC,,,,,"-121.25, 59.08333206176758"
CA-0198,closed,La Grande Airport,,NA,CA,CA-QC,,,,,"-77.68333435058594, 53.58333206176758"
CA-0199,closed,Lac Ãon Airport,,NA,CA,CA-QC,Lac Ãon,,,YEO,"-63.276798248291, 51.852500915527"
CA-0200,heliport,Manic 5 Heliport,,NA,CA,CA-QC,MRC Manicouagan,,,,"-68.74042510986328, 50.66110610961914"
CA-0201,closed,Lady Franklin Point Airport,5,NA,CA,CA-NU,,CYUJ,YUJ,,"-113.224411011, 68.4753126151"
CA-0202,closed,Laforge-1 Airport,,NA,CA,CA-QC,,,,,"-72.53333282470703, 54.099998474121094"
CA-0203,closed,Lambert Creek Tower Airport,1008,NA,CA,CA-AB,Lambert Creek,,,FL4,"-114.133331, 58.033333"
CA-0204,closed,Lemoray Airport,,NA,CA,CA-BC,,,,,"-122.46666717529297, 55.54999923706055"
CA-0205,closed,Moose Jaw Westair - Old Airport,1900,NA,CA,CA-SK,Moose Jaw,,,,"-105.54199981689453, 50.43299865722656"
CA-0206,closed,Liard Construction Airport,,NA,CA,CA-YT,,,,,"-138.36666870117188, 65.08333587646484"
CA-0207,closed,Liard River Airport,,NA,CA,CA-BC,,,,,"-126.366669, 59.516666"
CA-0208,closed,Little Salmon Airport,,NA,CA,CA-YT,,,,,"-134.88333129882812, 62.18333435058594"
CA-0209,closed,Livingstone Airport,,NA,CA,CA-YT,,,,,"-134.36666870117188, 61.36666488647461"
CA-0210,closed,Lodgepole Airport,,NA,CA,CA-AB,,,,,"-115.30000305175781, 53.08333206176758"
CA-0211,closed,Longstaff Bluff Airport,20,NA,CA,CA-NU,Longstaff Bluff,,,YUV,"-75.282, 68.932"
CA-0212,closed,Lougheed Island Airport,,NA,CA,CA-NU,,,,,"-105.08333587646484, 77.44999694824219"
CA-0213,closed,Lupin Airport,1608,NA,CA,CA-NU,Lupin Mine,CYWO,YWO,,"-111.25, 65.7666702271"
CA-0214,closed,Lytton Airport,930,NA,CA,CA-BC,Lytton,CYLY,,,"-121.5683, 50.245"
CA-0215,closed,Macfarland Airport,,NA,CA,CA-NB,,,,,"-68.33333587646484, 47.58333206176758"
CA-0216,closed,Mackar Inlet Airport,65,NA,CA,CA-NU,Mackar Inlet,,,YUU,"-85.733329772949, 68.349998474121"
CA-0217,closed,Magda Lake Airport,,NA,CA,CA-NU,,,,,"-82.41666412353516, 72.41666412353516"
CA-0218,closed,Magundy Airport,2271,NA,CA,CA-YT,,,,FG6,"-133.98308, 62.172118"
CA-0219,closed,Mahatta River Airport,,NA,CA,CA-BC,,,,,"-127.80000305175781, 50.45000076293945"
CA-0220,closed,Mallard Airport,,NA,CA,CA-YT,,,,,"-140.25, 65.81666564941406"
CA-0221,closed,Malloch Dome Airport,,NA,CA,CA-NU,,,,,"-101.05000305175781, 78.21666717529297"
CA-0222,closed,Marilla Airport,,NA,CA,CA-BC,,,,,"-125.76667022705078, 53.66666793823242"
CA-0223,closed,Marten Hills Airport,,NA,CA,CA-AB,,,,,"-113.6080551147461, 55.424720764160156"
CA-0224,closed,Maryfield Airport,1888,NA,CA,CA-SK,Maryfield,,,JQ8,"-101.51666, 49.833333"
CA-0225,closed,Matheson Point Airport,,NA,CA,CA-NU,,,,,"-95.28333282470703, 68.81666564941406"
CA-0226,closed,Meander River Airport,,NA,CA,CA-AB,,,,,"-117.66666412353516, 59"
CA-0227,closed,Mesilinka River Airport,2231,NA,CA,CA-BC,,,,BV4,"-124.40094, 56.097896"
CA-0228,closed,Mica Creek Airport,,NA,CA,CA-BC,,,,,"-118.63333129882812, 51.83333206176758"
CA-0229,closed,Middle Stewiacke Airport,,NA,CA,CA-NS,,,,,"-63.150001525878906, 45.21666717529297"
CA-0230,closed,Midway Airport,,NA,CA,CA-NT,,,,,"-135.3000030517578, 67.23332977294922"
CA-0231,closed,Mile 102 Dempster Highway Airport,,NA,CA,CA-YT,,,,,"-138.3333282470703, 65.11666870117188"
CA-0232,closed,Mile 129 Mackenzie Highway Airport,,NA,CA,CA-NT,,,,,"-116.48332977294922, 62.5"
CA-0233,closed,Mile 134 Airport,,NA,CA,CA-QC,,,,,"-65.71666717529297, 51.86666488647461"
CA-0234,closed,Mile 203 Dempster Highway Airport,,NA,CA,CA-YT,,,,,"-137.25, 66.11666870117188"
CA-0235,closed,Mile 36 Airport,,NA,CA,CA-QC,,,,,"-66.03333282470703, 50.58333206176758"
CA-0236,closed,Mile 80 Airport,,NA,CA,CA-QC,,,,,"-65.71666717529297, 51.16666793823242"
CA-0237,closed,East Barriere Lake,2070,NA,CA,CA-BC,,,,,"-119.863629341, 51.2536697022"
CA-0238,closed,Minaki Airport,,NA,CA,CA-ON,,,,,"-94.69999694824219, 49.96666717529297"
CA-0239,closed,Minto Airport,,NA,CA,CA-YT,,,,,"-136.86666870117188, 62.599998474121094"
CA-0240,closed,Moh Creek Airport,,NA,CA,CA-BC,,,,,"-125.06666564941406, 50.53333282470703"
CA-0241,closed,Moose Lake Airport,,NA,CA,CA-MB,,,YAD,CJB4,"-100.343971252, 53.7062589637"
