ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
GB-0718,small_airport,Inglesham Private Airstrip,,EU,GB,GB-ENG,,,,,"-1.716056, 51.669934"
GB-0719,small_airport,Bridge Cottage Airstrip,,EU,GB,GB-ENG,Great Heck,,,,"-1.1017, 53.6787"
GB-0720,heliport,Newcastle City Heliport,,EU,GB,GB-ENG,Newcastle-upon-Tyne,,,,"-1.6274, 54.9615"
GB-0721,small_airport,Newton-on-Ratcliffe Airstrip,,EU,GB,GB-ENG,,,,,"-0.7443, 54.29"
GB-0722,small_airport,Meonstoke Airstrip,,EU,GB,GB-ENG,,,,,"-1.147556, 50.97394"
GB-0723,small_airport,Birchwood Lodge Airstrip,,EU,GB,GB-ENG,North Duffield,,,,"-1.0146, 53.818"
GB-0724,small_airport,Newgate Farm Airstrip,,EU,GB,GB-ENG,Saltergate,,,,"-0.6838, 54.3293"
GB-0725,small_airport,Selby House Farm Airstrip,,EU,GB,GB-ENG,"Stanton, Northumbria",,,,"-1.80046, 55.203059"
GB-0726,small_airport,Thornton Watlass Airstrip UL,,EU,GB,GB-ENG,,,,,"-1.6389, 54.2617"
GB-0727,small_airport,Field House Farm Airstrip UL,,EU,GB,GB-ENG,West Rainton,,,,"-1.4946, 54.8093"
GB-0728,small_airport,Greenhills Farm Airstrip,,EU,GB,GB-ENG,Wheatley Hill,,,,"-1.3914, 54.7482"
GB-0729,small_airport,Burton-Constable Airstrip,,EU,GB,GB-ENG,,,,,"-0.193634, 53.808811"
GB-0730,small_airport,Ings Farm Airstrip,,EU,GB,GB-ENG,Yedingham,,,,"-0.616, 54.2049"
GB-0731,small_airport,Frandley House Airstrip,,EU,GB,GB-ENG,Frandley,,,,"-2.5442, 53.3047"
GB-0732,small_airport,Higher Barn Farm Airstrip,,EU,GB,GB-ENG,Hoghton,,,,"-2.6059, 53.7451"
GB-0733,small_airport,Fern Farm Airstrip UL,,EU,GB,GB-ENG,Marton,,,,"-2.2528, 53.2074"
GB-0734,small_airport,Kenyon Hall Farm Airstrip,,EU,GB,GB-U-A,New Lane End,,,,"-2.5813, 53.4542"
GB-0735,heliport,Wesham House Farm Heliport,,EU,GB,GB-ENG,,,,,"-2.886604, 53.798278"
GB-0736,small_airport,Warrington Airstrip,-1,EU,GB,GB-ENG,,,,,"-2.5093, 53.4101"
GB-0737,small_airport,Ash House Farm Airstrip,,EU,GB,GB-ENG,Ashcroft,,,,"-2.56666, 53.1669"
GB-0738,heliport,Dunroaming Heliport,,EU,GB,GB-SCT,,,,,"-4.378363, 56.070928"
GB-0739,small_airport,Balado Park Airstrip UL,,EU,GB,GB-SCT,,,,,"-3.460264, 56.216752"
GB-0740,small_airport,Balgrummo Steading Airstrip,,EU,GB,GB-SCT,Bonnybank,,,,"-3.0207, 56.2178"
GB-0741,small_airport,Nethershields Farm Airstrip,,EU,GB,GB-SCT,Chapelton (Lanarkshire),,,,"-4.075713, 55.712329"
GB-0742,heliport,Dalcross Heliport,,EU,GB,GB-SCT,,,,,"-4.068916, 57.542328"
GB-0743,heliport,Glasgow Clyde Heliport,,EU,GB,GB-SCT,Glasco,,,,"-4.33312, 55.86776"
GB-0744,small_airport,Cornbury House Airstrip,,EU,GB,GB-ENG,Charlbury,,,,"-1.496929, 51.857548"
GB-0745,seaplane_base,Cameron House Hotel Seaplane Base,,EU,GB,GB-SCT,,,,,"-4.6059, 56.014"
GB-0746,small_airport,Shempston Farm Airstrip,,EU,GB,GB-SCT,,,,,"-3.3661, 57.6958"
GB-0747,small_airport,Broomhill Farm Airstrip,,EU,GB,GB-SCT,West Calder,,,,"-3.534551, 55.843928"
GB-0748,small_airport,Hadfold Farm Airstrip UL,,EU,GB,GB-ENG,Adversane,,,,"-0.4606, 51.0022"
GB-0749,small_airport,Fridd Farm Airstrip,,EU,GB,GB-ENG,Bethersden,,,,"0.7585, 51.1423"
GB-0750,small_airport,Bossington Airstrip,,EU,GB,GB-ENG,,,,,"-1.5389, 51.0766"
GB-0751,small_airport,Bovingdon Airstrip,,EU,GB,GB-ENG,,,,,"-0.5474, 51.7281"
GB-0752,small_airport,Cardington Airstrip,,EU,GB,GB-ENG,,,,,"-0.4171, 52.1061"
GB-0753,small_airport,Hamilton Farm Airstrip,,EU,GB,GB-ENG,,,,,"0.88829, 51.093609"
GB-0754,small_airport,Easter Nether Cabra Farm Airstrip,,EU,GB,GB-SCT,,,,,"-2.0301, 57.560563"
GB-0755,small_airport,Hill Farm Airstrip,,EU,GB,GB-ENG,,,,,"-0.211895, 53.840338"
GB-0756,small_airport,Cheddington Airstrip,,EU,GB,GB-ENG,,,,,"-0.6704, 51.8328"
GB-0757,small_airport,Chelworth House Airstrip,,EU,GB,GB-ENG,Chelwood Gate,,,,"0.0142, 51.0493"
GB-0758,small_airport,Rushett Farm,,EU,GB,GB-ENG,Chessington (Surrey),,,,"-0.3144, 51.3364"
GB-0759,small_airport,Danehill Airstrip,,EU,GB,GB-ENG,,,,,"-0.0121, 51.0264"
GB-0760,small_airport,Hill Farm Airstrip,,EU,GB,GB-ENG,Durley,,,,"-1.2658, 50.9343"
GB-0761,small_airport,Manor Farm Airstrip,,EU,GB,GB-ENG,East Garston,,,,"-1.4822, 51.4957"
GB-0762,small_airport,Edington Airstrip,,EU,GB,GB-ENG,Edington (Wilts),,,,"-2.101908, 51.267796"
GB-0763,small_airport,Farley Farm Airstrip,,EU,GB,GB-ENG,Farley Chamberlain++,,,,"-1.444627, 51.04818"
GB-0764,small_airport,Hawksview Airstrip,,EU,GB,GB-ENG,,,,,"-2.52458, 53.342349"
GB-0765,small_airport,Folly Farm Airstrip,,EU,GB,GB-ENG,Fulking,,,,"-0.228803, 50.904454"
GB-0766,small_airport,Baynard's Park Airstrip,,EU,GB,GB-ENG,,,,,"-0.442193, 51.118295"
GB-0767,heliport,Gamlingay Helicopter Strip,,EU,GB,GB-ENG,Gamlingay,,,,"-0.2141, 52.1482"
GB-0768,small_airport,Landead Farm Airstrip,,EU,GB,GB-ENG,Garford,,,,"-1.3722, 51.649"
GB-0769,small_airport,Manor House Farm Airstrip,,EU,GB,GB-ENG,Grateley (Hamps),,,,"-1.6216, 51.1768"
GB-0770,small_airport,Armshold Farm Airstrip,,EU,GB,GB-U-A,Great Eversden (Cambs),,,,"-0.0197, 52.1746"
GB-0772,small_airport,Holly Hill Farm Airstrip,,EU,GB,GB-ENG,,,,,"0.9585, 52.806"
GB-0773,small_airport,White Fen Farm Airstrip,,EU,GB,GB-ENG,,,,,"-0.005399, 52.51564"
GB-0774,small_airport,Haddenham Backstable Airstrip,,EU,GB,GB-ENG,Haddenham (Bucks),,,,"-0.9101, 51.772"
GB-0775,small_airport,Manor Farm (Haddenham) Airstrip,,EU,GB,GB-ENG,Haddenham (Bucks),,,,"-0.9381, 51.7634"
GB-0776,small_airport,Furze Farm Airstrip,,EU,GB,GB-ENG,Haddon (Cambs),,,,"-0.3528, 52.5275"
GB-0777,small_airport,Palmers Farm Airstrip,,EU,GB,GB-ENG,Hailsham (Sussex),,,,"0.2303, 50.8735"
GB-0778,small_airport,Hill Top Farm Airstrip,,EU,GB,GB-ENG,Hambledon,,,,"-0.621929, 51.141744"
GB-0779,small_airport,Haw Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.2141, 51.491055"
GB-0780,small_airport,Nut Tree Farm Airstrip,,EU,GB,GB-ENG,Hardwick,,,,"1.300228, 52.447065"
GB-0781,small_airport,Harpsden Park Airstrip,,EU,GB,GB-ENG,,,,,"-0.8969, 51.5197"
GB-0782,small_airport,East Haxted Farm Airstrip,,EU,GB,GB-ENG,,,,,"0.038667, 51.187884"
GB-0783,small_airport,Pond Farm Airstrip,,EU,GB,GB-ENG,,,,,"1.453457, 52.562552"
GB-0784,small_airport,Blue Tile Farm Airstrip,,EU,GB,GB-ENG,Hindolveston,,,,"1.0037, 52.8276"
GB-0785,small_airport,Oakland Farm Airstrip,,EU,GB,GB-ENG,Horsham (Sussex),,,,"-0.3309, 51.04"
GB-0786,heliport,Hulcote Helimech,,EU,GB,GB-ENG,Hulcote,,,,"-0.6143, 52.0312"
GB-0787,small_airport,Shrove Furlong Farm Airstrip,,EU,GB,GB-ENG,Kingsey,,,,"-0.9084, 51.7475"
GB-0788,small_airport,Bensons Farm Airstrip,,EU,GB,GB-ENG,Laindon,,,,"0.4445, 51.5937"
GB-0789,small_airport,Langham Airstrip,,EU,GB,GB-ENG,Langham (Norfolk),,,,"0.9545, 52.9355"
GB-0790,small_airport,Batchley Farm Airstrip,,EU,GB,GB-ENG,Hordle (Hampshire),,,,"-1.59035, 50.75577"
GB-0791,small_airport,Sutton Airstrip,,EU,GB,GB-ENG,Sutton (Sussex),,,,"-0.614376, 50.923813"
GB-0792,small_airport,Welcross Farm Airstrip,,EU,GB,GB-ENG,,,,,"-0.3791, 51.0589"
GB-0793,heliport,Field Farm Helistrip,,EU,GB,GB-ENG,Launton,,,,"-1.098268, 51.913581"
GB-0794,small_airport,Ventfield Farm Airstrip,,EU,GB,GB-ENG,Horton-cum-Studley,,,,"-1.156054, 51.80892"
GB-0795,small_airport,Wisbridge Farm Airstrip,,EU,GB,GB-ENG,,,,,"-0.009313, 51.999414"
GB-0796,small_airport,Lavenham Airstrip,,EU,GB,GB-ENG,,,,,"0.773785, 52.132909"
GB-0797,small_airport,Retreat Farm Airstrip,,EU,GB,GB-ENG,,,,,"0.596738, 51.746416"
GB-0798,small_airport,Radley Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.465924, 51.435778"
GB-0799,small_airport,Rankins Farm,,EU,GB,GB-ENG,Linton (Kent),,,,"0.5102, 51.2052"
GB-0800,small_airport,Bedwell Hey Farm Airstrip,,EU,GB,GB-ENG,Little Thetford,,,,"0.2249, 52.3728"
GB-0801,small_airport,Baileys Fram Airstrip,,EU,GB,GB-ENG,Long Crendon (Bucks),,,,"-1.0192, 51.7789"
GB-0802,small_airport,Roughay Farm Airfield,,EU,GB,GB-ENG,Lower Upham,,,,"-1.253471, 50.988908"
GB-0803,small_airport,Inglenook Farm Airstrip,,EU,GB,GB-ENG,Maydensole,,,,"1.3156, 51.1856"
GB-0804,small_airport,Grove Farm Airstrip,,EU,GB,GB-ENG,Needham,,,,"1.2561, 52.3871"
GB-0805,small_airport,Newton Hall Farm Airstrip,,EU,GB,GB-ENG,,,,,"0.804234, 52.03433"
GB-0806,small_airport,Bere Farm Airstrip,,EU,GB,GB-ENG,North Boarhunt (Hamps),,,,"-1.1571, 50.8848"
GB-0807,small_airport,Elmham Lodge Airstrip,,EU,GB,GB-ENG,,,,,"0.933151, 52.744866"
GB-0808,small_airport,New Lane Farm Airstrip,,EU,GB,GB-ENG,North Elmham (Norfolk),,,,"0.93137, 52.77046"
GB-0809,small_airport,Little Haugh Hall Private Airstrip,,EU,GB,GB-ENG,Norton,,,,"0.8502, 52.2603"
GB-0810,small_airport,Ivy Farm Airstrip,,EU,GB,GB-ENG,Overstrand (Norfolk),,,,"1.34007, 52.91066"
GB-0811,small_airport,South Longwood Farm Airstrip,,EU,GB,GB-ENG,Owslebury,,,,"-1.2641, 51.0189"
GB-0812,small_airport,Piltdown Airstrip,,EU,GB,GB-ENG,,,,,"0.0425, 50.9814"
GB-0813,small_airport,Podington Airstrip,,EU,GB,GB-ENG,,,,,"-0.605278, 52.228246"
GB-0814,small_airport,Grove Farm Airstrip,,EU,GB,GB-ENG,Raveningham,,,,"1.5398, 52.5"
GB-0815,small_airport,Kitty Hawk Farm Airstrip,,EU,GB,GB-ENG,Ripe,,,,"0.1166, 50.8693"
GB-0816,small_airport,Notley Green Airstrip,,EU,GB,GB-ENG,Sandon,,,,"-0.0637, 51.9934"
GB-0817,small_airport,Church Farm Airstrip,,EU,GB,GB-ENG,Shipmeadow (Suffolk),,,,"1.5019, 52.4532"
GB-0818,small_airport,North Honer Farm Airstrip,,EU,GB,GB-ENG,,,,,"-0.752521, 50.785183"
GB-0819,small_airport,Wildings Farm Airstrip,,EU,GB,GB-ENG,Steeple Bumpstead,,,,"0.448358, 52.029499"
GB-0820,small_airport,Fisherwick Airfield,,EU,GB,GB-ENG,Fisherwick (Staffordshire),,,,"-1.723502, 52.672908"
GB-0821,small_airport,Lodge Farm Airstrip,,EU,GB,GB-ENG,St. Osyth (Essex),,,,"1.1059, 51.7965"
GB-0822,small_airport,Great Friars Thornes Farm Airstrip,-3,EU,GB,GB-ENG,Swaffham (Norfolk),,,,"0.64167, 52.658476"
GB-0823,small_airport,Pentlow Airstrip,,EU,GB,GB-ENG,Pentlow (Essex),,,,"0.623796, 52.077436"
GB-0824,small_airport,Gerpins Farm Airstrip,,EU,GB,GB-ENG,Upminster,,,,"0.231, 51.5313"
GB-0825,small_airport,Frieslands Farm Airstip,,EU,GB,GB-ENG,Washington (Sussex),,,,"-0.4045, 50.895"
GB-0826,small_airport,Berry Grove Farm Airstrip,,EU,GB,GB-ENG,Liss,,,,"-0.896695, 51.052914"
GB-0827,small_airport,West Tisted Airfield,,EU,GB,GB-ENG,,,,,"-1.0567, 51.0474"
GB-0828,small_airport,Loadman Farm Airstrip,,EU,GB,GB-ENG,Hexham (Northumbria),,,,"-2.143493, 54.941689"
GB-0829,small_airport,Whitehall Farm Airstrip,,EU,GB,GB-ENG,Wethersfield (Essex),,,,"0.5224, 51.9682"
GB-0830,small_airport,Stockbridge Airstrip,,EU,GB,GB-ENG,Whitwell (IoW),,,,"-1.2709, 50.6043"
GB-0831,small_airport,Coldharbour Farm Airstrip,,EU,GB,GB-ENG,Willingham (Cambs),,,,"0.0404, 52.3077"
GB-0832,small_airport,Dalkeith Farm Airstrip,,EU,GB,GB-ENG,Winwick,,,,"-0.3886, 52.4151"
GB-0833,small_airport,Valley Farm Airstrip,,EU,GB,GB-ENG,Winwick,,,,"-0.3647, 52.4138"
GB-0834,small_airport,Little Engeham Farm Airstrip,,EU,GB,GB-ENG,Woodchurch (Kent),,,,"0.7789, 51.1003"
GB-0835,small_airport,Little Robhurst Airstrip,,EU,GB,GB-ENG,Woodchurch (Kent),,,,"0.740408, 51.079836"
GB-0836,small_airport,Fir Grove Airstrip,,EU,GB,GB-ENG,Wreningham,,,,"1.1736, 52.5506"
GB-0837,small_airport,Lamberhurst Farm Airstrip,,EU,GB,GB-ENG,Yorkletts (Kent),,,,"0.996376, 51.321836"
GB-0838,heliport,Almondsbury Helicopter Base,,EU,GB,GB-ENG,,,,,"-2.5577, 51.5519"
GB-0839,small_airport,Bowden Farm Airstrip,,EU,GB,GB-ENG,Burbage,,,,"-1.6873, 51.3619"
GB-0840,small_airport,Orange Grove Barn Airstrip,,EU,GB,GB-ENG,Chavenage Green,,,,"-2.1962, 51.6677"
GB-0841,small_airport,Home Farm Airstrip,,EU,GB,GB-ENG,Ebrington (Glos),,,,"-1.729, 52.0533"
GB-0842,small_airport,Manor Farm Airstrip,,EU,GB,GB-ENG,Dinton (Wilts),,,,"-1.969303, 51.09764"
GB-0843,small_airport,Westacott Farm Airstrip,,EU,GB,GB-ENG,Coldridge,,,,"-3.8699, 50.8488"
GB-0844,small_airport,New Farm Airstrip,,EU,GB,GB-ENG,Felton,,,,"-2.677, 51.391"
GB-0845,small_airport,Halesland Glider Field,,EU,GB,GB-ENG,Mendip,,,,"-2.7319, 51.262"
GB-0846,small_airport,Hawling Manor Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.9144, 51.9036"
GB-0847,small_airport,Langport Airstrip,,EU,GB,GB-ENG,High Ham,,,,"-2.8269, 51.0789"
GB-0848,small_airport,Garston Farm Airstrip,,EU,GB,GB-ENG,Marshfield,,,,"-2.3012, 51.4606"
GB-0849,small_airport,Oldbury on Severn Airstrip,,EU,GB,GB-ENG,Oldbury on Severn (Glos),,,,"-2.5593, 51.6308"
GB-0850,small_airport,Middlegate Farm Airstrip,,EU,GB,GB-ENG,Pitney (Somerset),,,,"-2.7969, 51.0621"
GB-0851,small_airport,South Cerney Airfield,364,EU,GB,GB-ENG,South Cerney (Glos),EGCY,,,"-1.9204, 51.6872"
GB-0852,small_airport,South Wraxall private Airstrip,,EU,GB,GB-ENG,South Wraxall (Wiltshire),,,,"-2.255, 51.3853"
GB-0853,small_airport,"Bath ""Charmy Down"" airstrip",,EU,GB,GB-ENG,Charmy Down,,,,"-2.3511, 51.4266"
GB-0854,small_airport,Great House Farm Airstrip,,EU,GB,GB-ENG,Stour Row (Dorset),,,,"-2.259858, 50.983593"
GB-0855,small_airport,Lotmead Farm Airstrip,,EU,GB,GB-ENG,Wanborough (Wilts),,,,"-1.71289, 51.57274"
GB-0856,heliport,Wiltshire Air Ambulance,,EU,GB,GB-ENG,,,,,"-2.14116, 51.35198"
GB-0857,small_airport,Brookside Farm Private Airstrip,,EU,GB,GB-ENG,Wootton Courtenay,,,,"-3.527255, 51.177984"
GB-0858,small_airport,Upfield Farm Airstrip,,EU,GB,GB-WLS,Whitson,,,,"-2.8917, 51.5516"
GB-0859,small_airport,Hinderclay Meadows Glider Field,100,EU,GB,GB-ENG,,,,,"0.975893, 52.344475"
GB-0860,small_airport,Kimberley Hall Airstrip,,EU,GB,GB-ENG,,,,,"1.09269, 52.59823"
GB-0861,heliport,Infantry Battle School Helicopter Base,,EU,GB,GB-WLS,Brecon (Powys),,,,"-3.3601, 51.942783"
GB-0862,heliport,Hirta Heliport,,EU,GB,GB-SCT,St. Kilda,,,,"-8.571793, 57.810211"
GB-0863,small_airport,Llangarron Private Airstrip,,EU,GB,GB-WLS,,,,,"-2.699869, 51.883035"
GB-0864,small_airport,Hatchgate Farm Airstrip,,EU,GB,GB-ENG,,,,,"-0.924697, 51.341149"
GB-0865,small_airport,Grange Farm Private Airstrip,,EU,GB,GB-ENG,Grassthorpe (Newark),,,,"-0.809994, 53.194762"
GB-0866,balloonport,Gilpin Bridge,,EU,GB,GB-ENG,,,,,"-2.813291, 54.262017"
GB-0867,small_airport,Kylarrick House Airstrip,,EU,GB,GB-SCT,Edderton,,,,"-4.174075, 57.817058"
GB-0868,small_airport,Hollym West,,EU,GB,GB-ENG,,,,,"0.036907, 53.711034"
GB-0869,small_airport,Hermitage Airstrip,,EU,GB,GB-ENG,Sherborne,,,,"-2.48844, 50.86621"
GB-0870,small_airport,Mosside Farm Airstrip,,EU,GB,GB-SCT,,,,,"-3.810046, 55.741982"
GB-0871,small_airport,Deptford Airstrip,,EU,GB,GB-ENG,,,,,"-1.971, 51.1476"
GB-0872,small_airport,"Deptford ""Farm"" Airstrip",,EU,GB,GB-ENG,Deptford (Wilts),,,,"-1.97636, 51.16246"
GB-0873,small_airport,Coetir Bach Farm Airstrip,,EU,GB,GB-WLS,"Cefneithin, Maesybont, Carmarthenshire",,,,"-4.106462, 51.806638"
GB-0874,small_airport,Burdon Head Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.55512, 53.88781"
GB-0875,small_airport,Curry Rivel Airstrip,,EU,GB,GB-ENG,,,,,"-2.883267, 51.013215"
GB-0876,small_airport,Buttermilk Hall Farm,,EU,GB,GB-ENG,Blisworth,,,,"-0.92815, 52.15371"
GB-0877,small_airport,The Moy Airstrip,,EU,GB,GB-NIR,"Charlemont, Co Armagh",,,,"-6.67659, 54.43514"
GB-0878,small_airport,Coalisland Airstrip,,EU,GB,GB-NIR,,,,,"-6.65808, 54.53012"
GB-0879,small_airport,Slemish Airfield,,EU,GB,GB-NIR,Buckna (Co Antrim),,,,"-6.135285, 54.902845"
GB-0880,heliport,Whitehouse Farm Helicopter Base,,EU,GB,GB-ENG,Purtington-Chard (Somerset),,,,"-2.859213, 50.881905"
GB-0881,small_airport,New Farm Airfield,,EU,GB,GB-ENG,Piddington,,,,"-0.830905, 52.175419"
GB-0882,small_airport,Crail,,EU,GB,GB-SCT,,,,,"-2.606592, 56.268619"
GB-0883,small_airport,Longford Airstrip,275,EU,GB,GB-ENG,,,,,"-2.531167, 52.892833"
GB-0884,small_airport,Tiffenden Airstrip,106,EU,GB,GB-ENG,,,,,"0.740868, 51.094475"
GB-0885,small_airport,Mullaglass,,EU,GB,GB-NIR,,,,,"-6.401272, 54.216441"
GB-0886,small_airport,Batch End Farm Airstrip,,EU,GB,GB-ENG,,,,,"-2.95579, 51.2975"
GB-0887,small_airport,Newhall Mains Airfield,,EU,GB,GB-SCT,,,,,"-4.18961, 57.661726"
GB-0888,closed,Heston Aerodrome,105,EU,GB,GB-ENG,London,,,,"-0.393909, 51.491815"
GB-DOC,small_airport,Dornoch Airfield,1,EU,GB,GB-SCT,Dornoch,EGZJ,DOC,,"-4.023, 57.868999"
GB-FLH,small_airport,Flotta Isle Airport,50,EU,GB,GB-SCT,Flotta Isle,EGZR,FLH,,"-3.1427800655365, 58.825801849365"
GB-FOA,small_airport,Foula Airfield,150,EU,GB,GB-SCT,Foula,EGFO,FOA,,"-2.053202, 60.121725"
GB-OUK,medium_airport,Outer Skerries Airport,76,EU,GB,GB-SCT,Grunay Island,EGOU,OUK,,"-0.75, 60.4252"
GB-PSV,small_airport,Papa Stour Airport,,EU,GB,GB-SCT,Papa Stour Island,EGSZ,PSV,,"-1.69306, 60.321701"
GB-ULL,small_airport,Glenforsa Airfield,15,EU,GB,GB-SCT,Glenforsa,EGZU,,,"-5.91417, 56.517502"
LCRA,large_airport,RAF Akrotiri,76,EU,GB,GB-U-A,Akrotiri,LCRA,AKT,,"32.9879, 34.590401"
MJG,closed,RAF Castle Combe,,EU,GB,GB-ENG,Wiltshire,,,,"-2.2125, 51.489722"
US-0214,closed,RAF Castle Archdale/RAF Lough Erne,,EU,GB,GB-NIR,County Fermanagh,,,,"-7.72707939148, 54.4806105242"
US-0216,closed,RAF Carnaby,33,EU,GB,GB-ENG,East Riding of Yorkshire,,,,"-0.261667, 54.060833"
US-0218,closed,RAF Catfoss,36,EU,GB,GB-ENG,Yorkshire,,,,"-0.276460647583, 53.9199600906"
US-0219,closed,RNAS Cattewater/RAF Cattewater/RAF Mount Batten,,EU,GB,GB-ENG,Devon,,,,"-4.13, 50.358889"
US-0220,closed,Kingstown Municipal Airport/RAF Kingstown/RAF Carlisle,,EU,GB,GB-ENG,Cumbria,,,,"-2.960278, 54.926944"
US-0221,closed,RAF Cardington,98,EU,GB,GB-ENG,Bedfordshire,,,,"-0.422499, 52.108922"
US-0222,closed,RAF Chailey,,EU,GB,GB-ENG,East Sussex,,,,"-0.055556, 50.955278"
XBRO,small_airport,Broadford Airstrip,24,EU,GB,GB-SCT,Ashaig,EGEI,,,"-5.8279, 57.253399"
XPLO,small_airport,Plockton Airstrip,226,EU,GB,GB-SCT,Plockton,EGEV,,,"-5.67308, 57.335499"
ZA-0102,closed,Castle Bromwich Aerodrome/RAF Castle Bromwich,,EU,GB,GB-ENG,Warwickshire,,,,"-1.786667, 52.517222"
ZZ-0001,heliport,Sealand Helipad,40,EU,GB,GB-ENG,Sealand,,,,"1.4825, 51.894444"
